연도,분기,상권_코드,점포수,시간대_00~06_매출_금액_평균,시간대_06~11_매출_금액_평균,시간대_11~14_매출_금액_평균,시간대_14~17_매출_금액_평균,시간대_17~21_매출_금액_평균,시간대_21~24_매출_금액_평균,총 상주인구 수,총 가구 수,아파트 가구 수,비아파트 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,폴리곤_좌표,상권_중앙위경도_값,00~06시_지하철,06~11시_지하철,11~14시_지하철,14~17시_지하철,17~21시_지하철,21~24시_지하철,00~06시_버스,06~11시_버스,11~14시_버스,14~17시_버스,17~21시_버스,21~24시_버스,포함된_버정_수,포함된_역_수
2020,3,2120221,17,55922.17455242967,183972.824168798,133457.09718670076,118686.01534526852,162524.33056265983,103256.84015345268,659.0,451.0,0.0,451.0,19513.0,7.0,0.0,5.0,42.0,23.0,31.0,1.0,75.0,423297,66176,95666,73950,73994,74277,39234,65648,67704,66274,67970,66648,46733,42318,205487,446152,11680,"POLYGON ((205349.0635 446248.71759999904, 205369.5339 446210.2883, 205383.6309 446222.136399999, 205412.6711 446186.943800001, 205437.5647 446192.399499999, 205445.2496 446195.625600001, 205450.8145 446197.9617, 205463.5502 446200.7268, 205489.6602 446206.3958, 205508.9746 446210.589199999, 205518.7637 446212.7147, 205523.2915 446213.69769999903, 205595.6293 446229.4036, 205636.1065 446238.1919, 205676.0889 446246.8729, 205681.1637 446222.85150000104, 205692.85 446167.5348, 205699.19640000002 446168.9376, 205716.98070000001 446172.496099999, 205766.7651 446183.8729, 205804.661 446192.5123, 205812.1406 446194.21759999904, 205830.9394 446198.445800001, 205833.3824 446199.074899999, 205818.7034 446082.10459999903, 205802.9575 445956.6294, 205739.2851 445951.3124, 205711.8004 445945.7029, 205677.6715 446023.9758, 205657.9079 446069.30100000097, 205630.9302 446063.7536, 205591.3568 446046.15619999904, 205509.138 446009.5941, 205463.9927 445989.5185, 205380.616 445952.441500001, 205371.6937 445972.4312, 205357.7763 446004.5448, 205343.7569 446036.613299999, 205324.5053 446086.1165, 205267.9149 446073.8827, 205266.3186 446073.53759999905, 205250.7686 446070.176200001, 205235.1032 446066.7897, 205219.5718 446063.4323, 205204.1046 446060.0888, 205179.2707 446054.7204, 205162.5052 446051.096200001, 205151.5375 446100.6456, 205168.3812 446104.832900001, 205205.7045 446137.9482, 205211.3207 446186.29890000104, 205261.5904 446234.3313, 205259.0163 446240.4932, 205299.3777 446258.3027, 205349.0635 446248.71759999904))","37.51483114367817, 127.06206454963771",7894.0,724424.0,291982.0,344710.0,748920.0,173467.0,24938.0,318883.0,111335.0,133463.0,283619.0,90259.0,6,1
2020,3,2120222,48,29715.05955615942,233587.6465126812,183490.6440217392,142708.33786231885,166052.39153079712,81001.44316123189,596.0,375.0,0.0,375.0,43324.0,8.0,0.0,3.0,24.0,31.0,7.0,31.0,3.0,944012,73432,218008,202308,201934,186166,62163,154310,164000,156652,164237,158196,80964,65654,205549,445536,11680,"POLYGON ((205820.428 445795.0339, 205854.812 445669.8369, 205872.9021 445603.9681, 205873.6478 445601.2521, 205910.0177 445473.809800001, 205915.3468 445455.1362, 205947.0312 445344.1106, 205873.4972 445324.1526, 205899.7696 445230.729900001, 205848.0712 445209.222200001, 205728.2471 445159.32159999904, 205624.0526 445115.8893, 205588.5736 445197.421, 205530.0264 445173.1533, 205480.1282 445152.4707, 205437.6118 445255.8441, 205434.1058 445259.068, 205314.4316 445210.0995, 205293.8749 445260.1197, 205252.1824 445361.571699999, 205253.8451 445362.217, 205255.6477 445362.91520000104, 205225.0337 445433.018200001, 205175.5762 445546.2706, 205153.8482 445596.025699999, 205474.0717 445739.376, 205503.4646 445671.902100001, 205589.9574 445705.504100001, 205634.3117 445722.7345, 205691.3186 445744.8796, 205749.173 445767.354, 205783.7155 445780.772500001, 205711.8004 445945.7029, 205739.2851 445951.3124, 205802.9575 445956.6294, 205802.8626 445955.875399999, 205801.1288 445942.5635, 205800.285 445927.157500001, 205799.7694 445905.344699999, 205800.9739 445873.845000001, 205804.8492 445853.0332, 205820.428 445795.0339))","37.509280590059866, 127.0627611960508",39401.0,2523746.0,829374.0,1049748.0,2463640.0,535935.0,91333.0,730361.0,290849.0,353355.0,644036.0,229497.0,13,1
2020,3,2120223,6,4574.40036231884,96142.92572463768,115697.82065217392,81028.71557971014,75438.51992753622,19144.536231884056,332.0,111.0,0.0,111.0,9166.0,9.0,0.0,3.0,20.0,23.0,3.0,0.0,34.0,200839,19497,45001,42240,42195,37958,13948,32618,34121,32593,33999,32684,18639,16183,205736,444979,11680,"POLYGON ((205881.8329 445001.2619, 205888.196 444950.175799999, 205923.9428 444954.61350000097, 205924.9558 444946.6106, 205926.2381 444936.479800001, 205933.1595 444909.574200001, 205947.473 444871.5437, 205950.2018 444866.3114, 205986.4739 444796.7629, 205986.7899 444796.1468, 206012.4899 444746.0232, 206034.5104 444703.0755, 206046.4418 444679.8051, 206059.6675 444654.01019999903, 206056.9386 444652.888, 206029.7199 444642.308800001, 206025.5877 444640.7027, 205963.7579 444616.6708, 205901.6 444759.23059999896, 205882.2445 444803.627, 205872.3322 444826.597200001, 205862.4642 444849.4648, 205858.2335 444859.5955, 205760.6034 444816.437899999, 205740.0491 444857.067199999, 205730.6038 444875.7379, 205720.219 444896.2656, 205720.1365 444896.4287, 205711.2191 444916.167400001, 205682.2193 444982.499299999, 205564.306 444934.002800001, 205469.3684 444895.1186, 205427.887 444878.0941, 205427.883 444878.128000001, 205410.1381 444941.2632, 205411.9507 444942.0078, 205422.9129 444946.940400001, 205430.3048 444949.9715, 205443.2417 444955.3157, 205448.7925 444957.5988, 205463.5843 444963.6909, 205470.9772 444966.754000001, 205483.928 444972.097200001, 205491.9749 444975.409299999, 205493.1619 444975.9103, 205504.2557 444980.4725, 205512.3026 444983.816500001, 205515.3475 444985.0656, 205524.5994 444988.878699999, 205531.6108 444991.612299999, 205536.6415 444993.4439, 205540.1282 444994.6609, 205545.0682 444996.6296, 205553.208 445000.0041, 205554.411 445000.473099999, 205565.5829 445004.87930000003, 205571.1598 445007.067299999, 205573.6768 445008.067299999, 205586.258 445013.2927, 205656.0785 445042.2914, 205630.3187 445101.4892, 205624.0526 445115.8893, 205728.2471 445159.32159999904, 205848.0712 445209.222200001, 205899.7696 445230.729900001, 205873.4972 445324.1526, 205947.0312 445344.1106, 205968.6224 445268.4538, 205952.4481 445165.294299999, 205940.2381 445115.949899999, 205926.736 445061.3846, 205909.7053 445054.432399999, 205876.8792 445041.032500001, 205881.8329 445001.2619))","37.504260852229244, 127.06487188953616",,,,,,,8148.0,156024.0,56904.0,73009.0,146339.0,40026.0,5,0
2020,3,2120224,24,146745.6811594203,566141.1798007246,369338.7264492754,336009.90670289856,565477.6141304348,290342.0480072464,633.0,434.0,0.0,434.0,12418.0,,,,,,,,,212957,40873,44930,33280,34353,37536,21985,32800,32992,32671,32884,32819,25746,23045,209095,443156,11680,"POLYGON ((209224.408 443025.249399999, 209231.3836 443005.8298, 209182.148 443007.309, 209133.0983 443008.782199999, 209085.4469 443001.171399999, 209075.6338 443013.484200001, 209062.7746 443027.733899999, 209050.0811 443040.5384, 209044.9935 443045.67049999896, 208989.758 443102.169, 208906.5353 443186.089, 208906.0073 443186.620999999, 209033.3925 443232.7597, 209113.7714 443261.8752, 209227.6077 443303.1099, 209249.9985 443311.2205, 209264.7071 443270.9091, 209285.3358 443214.3709, 209272.17 443209.22969999904, 209267.4261 443207.4537, 209253.4432 443202.2085, 209240.0006 443197.1569, 209171.8564 443171.5494, 209197.6453 443099.7534, 209201.8577 443088.026699999, 209224.408 443025.249399999))","37.48780855534486, 127.10283827879296",41067.0,1408321.0,609474.0,716315.0,1353526.0,381553.0,7219.0,53293.0,33473.0,45958.0,85090.0,38949.0,4,1
2020,3,2130303,3,72992.8115942029,39464.807971014496,48495.3152173913,51132.69565217391,83458.20652173914,77780.97826086957,1169.0,724.0,0.0,724.0,242.0,18.0,13.0,104.0,77.0,9.0,10.0,0.0,2.0,403791,76095,75142,57068,58284,83891,53312,58695,60621,59844,61527,63267,53963,45875,202135,445507,11680,"POLYGON ((202189.0146 445597.66589999903, 202208.5313 445545.74960000097, 202208.5543 445545.7586, 202215.5235 445527.320900001, 202215.4765 445527.28979999904, 202228.345 445493.0143, 202247.4326 445442.1741, 202155.0569 445407.32080000103, 202112.6131 445356.0376, 202062.0753 445489.8748, 202020.47 445600.0581, 202074.3271 445620.819800001, 202129.2646 445641.998299999, 202184.3586 445663.237299999, 202241.0398 445617.6796, 202189.0146 445597.66589999903))","37.509033503693814, 127.02414754331555",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,3,2130310,9,64939.27173913043,119419.00241545892,99548.22946859903,105780.13285024154,212926.79468599035,175578.6026570048,108.0,83.0,0.0,83.0,298.0,,,,,,,,,185038,14710,33401,35487,40354,46018,15067,26260,26545,27085,26496,27199,26994,24460,205983,443264,11680,"POLYGON ((205951.9007 443209.9231, 205885.3895 443184.1404, 205882.5074 443191.3411, 205844.6154 443286.0078, 205839.4499 443298.90279999905, 205912.1854 443310.773700001, 206104.59100000001 443345.839600001, 206119.8228 443306.471100001, 206129.6721 443281.0153, 206129.6222 443280.996400001, 206010.451 443233.338199999, 205951.9007 443209.9231))","37.48880703177452, 127.06765141951202",4596.0,161979.0,69374.0,81996.0,150027.0,51174.0,2238.0,48625.0,29433.0,35440.0,43904.0,13771.0,2,1
2020,3,1001496,12,16574.672101449276,487023.4076086957,430453.6893115942,380821.0914855072,412199.92391304346,118029.95108695651,24.0,13.0,0.0,13.0,15904.0,,,,,,,,,97662,6182,19359,22247,22925,21089,5864,14696,15628,15297,16139,16028,10950,8926,205310,445727,11680,"POLYGON ((205269.6699 445368.3247, 205255.6477 445362.91520000104, 205225.0337 445433.018200001, 205175.5762 445546.2706, 205153.8482 445596.025699999, 205133.952 445641.586100001, 205073.7603 445779.418, 205023.7188 445894.008199999, 204987.2016 445977.6284, 204973.0074 446010.1314, 204979.1006 446011.4486, 205008.451 446017.2689, 205037.9297 446022.862400001, 205067.1643 446029.6438, 205096.528 446035.771199999, 205125.8967 446041.8947, 205155.2858 446049.2816, 205162.5052 446051.096200001, 205179.2707 446054.7204, 205204.1046 446060.0888, 205219.5718 446063.4323, 205235.1032 446066.7897, 205250.7686 446070.176200001, 205266.3186 446073.53759999905, 205267.9149 446073.8827, 205324.5053 446086.1165, 205343.7569 446036.613299999, 205357.7763 446004.5448, 205371.6937 445972.4312, 205380.616 445952.441500001, 205386.0852 445940.525699999, 205446.2919 445803.1468, 205474.0717 445739.376, 205503.4646 445671.902100001, 205548.7778 445567.9034, 205562.8613 445535.8639, 205577.4967 445504.0635, 205583.9802 445490.002499999, 205584.162 445489.6044, 205479.0675 445449.07269999903, 205469.667 445445.4473, 205368.6346 445406.48980000097, 205365.6685 445405.346100001, 205269.6699 445368.3247))","37.511002913176945, 127.06005939988393",,,,,,,43919.0,258242.0,116204.0,150841.0,249367.0,87412.0,5,0
2020,4,2110949,6,137463.16485507245,251115.94746376813,272615.7536231884,219955.94384057968,363449.21920289856,284849.13586956525,564.0,281.0,0.0,281.0,1683.0,5.0,0.0,5.0,10.0,15.0,6.0,4.0,72.0,323114,62156,60613,49843,53608,62504,34389,47125,48780,48994,47975,48406,43220,38617,201717,446819,11680,"POLYGON ((201834.4006 446766.3146, 201863.6311 446719.09050000104, 201838.6536 446703.3062, 201809.139 446750.22629999905, 201780.7106 446732.120999999, 201720.48070000001 446693.7783, 201712.0948 446691.235300001, 201726.2507 446632.277000001, 201659.3058 446615.55220000097, 201659.2835 446615.6384, 201649.835 446612.97770000104, 201649.788 446613.1746, 201622.02000000002 446729.737500001, 201613.7096 446764.622199999, 201587.9234 446872.8661, 201575.4745 446925.122400001, 201574.9576 446926.013800001, 201574.9138 446926.089299999, 201641.5417 446967.5343, 201649.872 446972.7161, 201705.2697 447007.1755, 201729.2843 447022.6368, 201763.85 446968.1458, 201794.2055 446920.283700001, 201791.8006 446914.49960000097, 201774.9484 446872.8158, 201812.406 446814.650900001, 201812.591 446814.3639, 201840.8775 446770.4396, 201834.4006 446766.3146))","37.520855545263544, 127.01942289119167",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110951,3,92178.30434782608,59570.66666666666,101014.71376811594,113931.96014492754,221653.8152173913,178494.10869565216,979.0,574.0,0.0,574.0,273.0,16.0,3.0,77.0,37.0,7.0,11.0,3.0,23.0,585157,132045,112808,81775,85579,104737,68212,87289,90467,90217,86580,85167,76310,69127,202246,446821,11680,"POLYGON ((202191.9843 446916.686100001, 202201.2874 446902.1634, 202232.6289 446922.125700001, 202258.7194 446938.743100001, 202290.856 446888.823000001, 202264.4944 446871.6887, 202260.8755 446869.3367, 202233.6509 446851.6424, 202271.0495 446802.8433, 202286.7372 446814.9055, 202310.7897 446830.44180000003, 202336.2022 446846.8561, 202363.9207 446802.4868, 202343.8758 446789.9493, 202322.2581 446776.428099999, 202297.6909 446761.062200001, 202308.6728 446739.1314, 202322.0765 446712.3639, 202302.0858 446701.59070000105, 202286.0781 446694.3945, 202282.8781 446694.8345, 202259.3633 446698.071, 202248.7543 446699.5308, 202238.3105 446697.11470000097, 202233.0355 446695.87460000097, 202209.0048 446691.5932, 202180.422 446688.7038, 202170.4117 446716.9384, 202150.1599 446774.059599999, 202163.7699 446770.434800001, 202185.30000000002 446777.3159, 202192.1284 446779.498299999, 202193.5162 446779.4943, 202226.3902 446779.40080000105, 202221.4722 446782.560799999, 202226.7378 446802.96759999904, 202211.8668 446815.268300001, 202193.8777 446829.934800001, 202167.7684 446856.90320000105, 202166.4354 446862.0261, 202164.6533 446868.7651, 202127.1256 446926.629000001, 202129.6507 446928.223099999, 202152.4552 446942.621300001, 202153.0211 446942.9783, 202168.7719 446952.9224, 202191.9843 446916.686100001))","37.52087242965624, 127.02540700249948",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110952,3,140522.22101449277,110403.35507246376,101374.3768115942,86879.27173913043,215488.2644927536,181440.53985507245,868.0,571.0,0.0,571.0,117.0,27.0,0.0,120.0,93.0,26.0,13.0,2.0,3.0,170562,51590,37263,18859,18045,23663,21145,24780,24289,24404,24118,23868,23907,25198,202328,445762,11680,"POLYGON ((202403.3906 445735.6132, 202362.1278 445684.216, 202321.4746 445717.158, 202300.2172 445690.867900001, 202277.8928 445663.2577, 202223.4076 445706.8445, 202215.8427 445702.3595, 202244.8869 445738.4586, 202251.1027 445746.184699999, 202264.7383 445763.1328, 202293.5286 445798.17600000097, 202317.0209 445826.77009999903, 202318.4239 445828.4771, 202352.3723 445841.1555, 202402.1626 445859.749199999, 202421.3833 445807.9779, 202434.0648 445773.8224, 202405.0735 445737.710200001, 202403.3906 445735.6132))","37.5113305986889, 127.02633124285852",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110954,3,26777.278985507244,64305.32971014492,73225.63043478261,76324.65579710144,138877.17028985507,73998.25724637682,448.0,303.0,0.0,303.0,636.0,3.0,0.0,28.0,2.0,3.0,0.0,0.0,1.0,399249,41906,58259,66747,78864,111069,42406,56070,58490,58812,56365,60962,61707,46843,202535,444783,11680,"POLYGON ((202601.3498 444695.1853, 202570.6141 444630.10390000104, 202568.4382 444625.495999999, 202554.8227 444661.5644, 202454.2652 444622.9301, 202450.8293 444632.0277, 202442.9917 444652.7807, 202428.8323 444690.269200001, 202485.9385 444773.533399999, 202467.0114 444786.432, 202436.2453 444807.3993, 202490.6066 444887.3946, 202490.6366 444887.4386, 202528.9504 444943.818700001, 202579.9286 444908.932800001, 202603.4746 444892.8203, 202639.6487 444868.065099999, 202638.8588 444864.3651, 202599.589 444810.138900001, 202585.0354 444790.0428, 202598.2659 444754.6963, 202612.0234 444717.9438, 202612.0564 444717.855900001, 202601.3498 444695.1853))","37.50250921505765, 127.02866917807879",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110955,29,248003.90967016493,155412.59407796102,126055.4707646177,161815.88005997002,351154.39505247376,275297.97188905545,7089.0,4515.0,0.0,4515.0,3430.0,182.0,20.0,938.0,611.0,151.0,104.0,91.0,141.0,2766934,704867,604920,349163,341151,433960,332873,406752,408399,407110,396807,392466,378189,377209,202593,445514,11680,"POLYGON ((202740.3376 445697.1369, 202757.2976 445685.259400001, 202776.1656 445672.0448, 202808.7827 445586.129000001, 202827.2044 445537.605599999, 202841.8579 445499.007200001, 202782.7719 445468.4626, 202706.3491 445428.954600001, 202719.9046 445393.599099999, 202841.8168 445439.251700001, 202851.5242 445413.424799999, 202856.5143 445400.1483, 202859.3741 445392.53979999904, 202876.0861 445348.076099999, 202844.4155 445336.089600001, 202815.2909 445325.0672, 202785.4663 445313.7799, 202754.9378 445302.22540000104, 202729.6101 445292.639900001, 202726.6497 445291.5195, 202712.3809 445286.1193, 202657.9958 445265.53680000105, 202636.8747 445257.54329999903, 202604.1769 445245.168400001, 202533.9429 445218.3936, 202515.8583 445265.026799999, 202503.3299 445297.3334, 202393.9023 445325.5744, 202392.1884 445382.254899999, 202390.4615 445439.3244, 202389.7892 445457.1373, 202386.7109 445478.07399999903, 202380.1338 445492.242799999, 202372.4176 445507.22760000103, 202366.0424 445515.7774, 202359.5935 445522.1522, 202352.2064 445528.3411, 202323.8452 445551.123400001, 202350.3565 445584.0616, 202308.5013 445617.4186, 202313.5368 445623.6908, 202326.5548 445639.906, 202330.9277 445645.35280000104, 202373.0649 445612.273700001, 202403.795 445650.4519, 202436.1151 445624.261700001, 202457.3735 445650.53680000105, 202509.1971 445714.5891, 202540.0823 445689.5507, 202570.8524 445727.465, 202603.1315 445767.2382, 202662.1206 445792.505899999, 202692.6502 445805.370300001, 202696.0011 445806.78229999903, 202723.4187 445818.3347, 202725.4997 445815.3268, 202748.9287 445746.5447, 202722.5515 445709.59259999904, 202740.3376 445697.1369))","37.50909540147428, 127.02932769615451",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110957,6,177715.34963768115,205932.1286231884,201205.1684782609,184630.68115942032,361261.472826087,257876.75724637683,1761.0,1088.0,0.0,1088.0,1251.0,50.0,1.0,120.0,168.0,116.0,24.0,54.0,46.0,911555,173881,192760,155651,153090,150837,85336,145508,149765,148757,141939,132790,100203,92596,202799,446480,11680,"POLYGON ((202792.4821 446690.2577, 202807.2995 446653.575200001, 202863.0867 446675.809, 202887.4175 446615.560799999, 202915.8124 446545.2479, 202917.1833 446487.83940000104, 202918.0231 446452.680400001, 202920.2874 446357.862400001, 202938.7471 446365.070699999, 202972.4566 446378.2333, 202981.4886 446379.496300001, 202999.9306 446303.9462, 202955.0191 446293.2545, 202911.5517 446282.9059, 202866.1982 446272.1083, 202844.5415 446328.285499999, 202784.9713 446305.024800001, 202727.5372 446282.598099999, 202693.7657 446269.41159999906, 202688.5127 446283.3497, 202678.9149 446308.816299999, 202666.3617 446342.124500001, 202724.5549 446363.5502, 202724.537 446364.04130000103, 202720.8125 446391.92, 202719.6753 446400.4319, 202714.9282 446410.5528, 202608.4347 446370.59180000104, 202607.924 446371.971000001, 202598.6226 446397.0495, 202702.8359 446436.3343, 202698.2798 446446.0482, 202689.3806 446465.0208, 202684.8704 446474.637700001, 202674.9602 446495.7674, 202661.0728 446525.3749, 202625.6013 446511.2415, 202623.2023 446510.285399999, 202612.9421 446537.3193, 202649.2505 446550.58060000103, 202647.6055 446554.0875, 202642.2393 446565.5273, 202633.4411 446584.285, 202628.1429 446595.58080000104, 202624.8309 446602.6417, 202699.0535 446631.89550000103, 202744.2531 446649.7103, 202736.7829 446668.2009, 202792.4821 446690.2577))","37.51779849799859, 127.03166130118623",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110958,3,141416.0760869565,201441.90217391303,195831.2463768116,144548.44927536233,188053.615942029,131129.8260869565,861.0,544.0,0.0,544.0,994.0,29.0,4.0,151.0,61.0,24.0,8.0,16.0,26.0,374719,59420,79337,69025,69494,65817,31625,61539,62787,62651,58430,55121,40434,33756,202861,444863,11680,"POLYGON ((202966.5294 445032.459000001, 203019.5236 444996.4312, 203028.0033 445002.6723, 203035.6582 444982.202400001, 203041.7448 444965.92600000097, 203059.6185 444918.1294, 203080.5332 444862.203199999, 203046.4587 444849.482799999, 203009.6412 444835.738299999, 202974.1897 444822.502800001, 202974.8528 444757.3314, 202975.2654 444716.7147, 202975.4494 444716.5197, 202968.7056 444710.161699999, 202961.6298 444703.490599999, 202931.5615 444675.1434, 202917.639 444711.013900001, 202910.0348 444730.60459999903, 202859.8685 444710.16190000105, 202841.6458 444702.7589, 202808.7282 444689.386299999, 202770.2093 444674.5955, 202758.5171 444670.10579999903, 202747.6105 444704.586200001, 202760.9382 444715.2433, 202770.4599 444719.1107, 202793.6257 444728.5197, 202779.3072 444765.622199999, 202777.0392 444771.4991, 202753.4458 444762.315500001, 202712.9541 444746.554300001, 202678.0313 444814.1472, 202691.4049 444832.6472, 202639.6487 444868.065099999, 202640.2187 444870.7401, 202666.8408 444909.0602, 202672.3841 444894.4944, 202713.8151 444866.124299999, 202750.1133 444841.269099999, 202767.2471 444843.7854, 202805.4927 444849.40190000104, 202805.2265 444860.3599, 202804.3119 444897.96780000103, 202878.9416 444926.295299999, 202883.3078 444923.309599999, 202883.5219 444922.7326, 202920.3403 444936.869100001, 202925.3712 444943.9571, 202939.6877 444964.1272, 202888.3126 444998.8331, 202901.0222 445017.5441, 202928.6473 445058.214199999, 202966.5294 445032.459000001))","37.5032290671925, 127.03235633361939",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110959,3,25825.82608695652,98552.8804347826,79182.5579710145,84304.29710144927,111922.14130434782,51538.492753623184,361.0,170.0,0.0,170.0,271.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,79.0,111995,18068,22075,19539,19975,21966,10372,16984,17732,17440,16996,16571,14106,12166,202862,447325,11680,"POLYGON ((202942.1563 447344.5057, 202927.1846 447210.184599999, 202877.2459 447211.698799999, 202843.8462 447212.711200001, 202825.1683 447213.584899999, 202774.2017 447215.9681, 202778.9069 447327.5342, 202780.9732 447371.3309, 202782.3757 447401.0656, 202782.5816 447405.4307, 202784.2191 447440.1504, 202856.024 447436.7502, 202884.6454 447435.3949, 202900.6492 447434.637, 202951.6468 447432.222100001, 202945.6738 447377.0186, 202942.1563 447344.5057))","37.525411777447985, 127.03237722460005",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110960,3,111548.03260869563,178015.0833333333,136165.35507246378,166981.79710144928,356124.5507246377,229833.25724637683,727.0,422.0,0.0,422.0,1522.0,16.0,21.0,106.0,42.0,8.0,21.0,7.0,34.0,103244,27506,23031,13678,12816,14711,11501,15631,15582,15441,15033,14566,13317,13676,203014,443099,11680,"POLYGON ((203089.5234 443171.0112, 203104.4901 443134.7261, 203113.2912 443113.389, 203096.0997 443091.35359999904, 203078.8152 443069.198799999, 203102.6753 443034.9548, 203111.5097 443022.275699999, 203075.4032 443006.4223, 203058.7884 442999.1271, 203020.748 442982.4246, 203015.3233 442995.0765, 202997.3723 443036.9428, 202988.207 443061.204700001, 202980.4248 443081.805199999, 202972.52850000001 443102.707900001, 202957.367 443142.8423, 202936.3663 443134.9573, 202922.4795 443172.507200001, 202914.7999 443193.2733, 202935.2622 443201.3566, 202947.196 443206.070699999, 202976.7557 443215.423, 203014.7953 443160.922, 203024.9136 443146.4252, 203052.6648 443165.85359999904, 203012.5972 443223.9155, 203016.6042 443224.774599999, 203045.22580000001 443230.91599999904, 203055.195 443219.1972, 203065.5231 443205.3225, 203069.5636 443199.5462, 203089.5234 443171.0112))","37.48733482260059, 127.03407945616239",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110961,7,99664.6909937888,119155.43478260867,166510.62732919256,128008.97360248446,256024.17701863355,159353.06211180124,2163.0,1335.0,0.0,1335.0,962.0,56.0,0.0,231.0,194.0,84.0,53.0,12.0,94.0,826077,158098,168967,129937,133517,148546,87012,126655,128162,130947,124600,119649,102008,94055,203036,445734,11680,"POLYGON ((202926.7408 445898.4563, 202948.3845 445840.72609999997, 202955.9263 445843.5107, 202995.1368 445857.9877, 203027.3034 445869.8642, 203057.261 445880.9256, 203064.8442 445857.8179, 203076.6158 445821.9504, 203087.4972 445788.7938, 203101.0438 445750.4583, 203111.1691 445728.6777, 203138.9048 445671.147600001, 203162.0143 445626.09029999905, 203225.9631 445542.6571, 203197.3635 445531.898700001, 203176.0128 445523.8674, 203163.6269 445519.2082, 203136.5703 445509.0299, 203119.9668 445553.0713, 203033.3371 445521.2226, 203008.0493 445511.925799999, 202998.7254 445536.90410000103, 202992.0268 445554.849199999, 203103.3152 445597.2426, 203083.3105 445650.3069, 203035.3572 445632.338199999, 203003.2581 445620.309699999, 202971.9681 445608.5844, 202956.8456 445649.096899999, 202932.6547 445713.902899999, 202926.9745 445729.04869999905, 202914.8491 445761.3813, 202901.6326 445796.6207, 202892.7903 445820.1994, 202882.1129 445848.669, 202871.3136 445877.4636, 202861.4692 445903.713199999, 202854.0533 445923.487199999, 202885.4931 445935.46660000103, 202877.1508 445955.243799999, 202893.582 445961.2413, 202902.0897 445964.3467, 202929.2039 445899.3892, 202926.7408 445898.4563))","37.511076260927844, 127.03433908142084",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2020,4,2110963,3,63401.60507246377,107759.63405797102,102989.98550724635,72086.51086956522,132037.8731884058,76491.47463768117,1684.0,860.0,0.0,860.0,780.0,45.0,3.0,173.0,147.0,100.0,27.0,13.0,133.0,413141,118587,89248,49161,46511,58382,51252,61485,61696,61507,59738,58897,54269,55550,203260,443659,11680,"POLYGON ((203334.626 443760.667300001, 203351.3395 443717.256999999, 203371.4932 443724.919299999, 203426.2025 443745.721000001, 203446.5396 443692.47839999903, 203457.5385 443663.6831, 203382.8766 443635.3442, 203340.4825 443619.253000001, 203320.8265 443611.792300001, 203307.8427 443606.8642, 203232.5987 443578.305199999, 203178.2607 443557.6801, 203159.6718 443550.6242, 203078.4469 443519.7941, 203070.9683 443539.3223, 203080.4805 443542.945499999, 203121.2049 443558.45759999903, 203113.9219 443577.5383, 203105.6804 443599.129899999, 203134.6769 443609.85260000103, 203136.6341 443610.576400001, 203144.9312 443588.9844, 203148.2373 443580.3807, 203151.7673 443581.90190000104, 203166.3801 443587.615, 203169.7582 443578.778200001, 203219.9735 443597.9998, 203224.4294 443599.79759999906, 203218.2142 443616.148600001, 203201.4457 443660.264, 203199.1803 443666.2236, 203196.4675 443673.3608, 203189.6832 443691.2096, 203170.2756 443742.266799999, 203219.6939 443761.1294, 203244.9575 443770.7718, 203287.539 443787.024499999, 203319.7455 443799.3178, 203334.626 443760.667300001))","37.49237962946542, 127.03686347002896",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
